Date,Total cloud cover (%),Air pressure (hPa),Precipitation amount (mm),Air temperature (degC),Visibility (m),Wind direction (deg),Wind speed (m/s)
2014-12-30,84.4,1014.9,11.2,-0.9,6688.8,213.6,6.6
2014-12-31,76.0,1009.8,0.0,3.1,30854.2,259.8,5.3
2015-01-01,94.6,1005.9,0.0,2.9,22889.1,234.7,4.9
2015-01-02,92.7,982.2,7.2,3.7,23647.9,223.1,8.8
2015-01-03,95.8,976.1,2.4,1.4,15889.6,263.8,8.5
2015-01-04,88.0,994.4,0.2,-1.8,35583.3,310.1,5.7
2015-01-05,33.9,1017.7,0.1,-9.5,45513.8,313.8,4.7
2015-01-06,22.9,1030.6,0.0,-11.3,39395.8,228.1,2.4
2015-01-07,83.9,1022.7,0.0,-3.3,45556.7,202.8,7.7
2015-01-08,92.7,1004.8,6.6,0.8,9778.3,203.7,6.9
2015-01-09,88.5,989.5,0.3,0.4,15425.8,262.8,2.9
2015-01-10,84.9,983.8,2.0,-0.8,40074.6,189.1,4.9
2015-01-11,95.3,974.7,6.3,-6.8,9109.2,172.2,7.5
2015-01-12,70.8,992.1,6.5,-9.7,22056.2,212.8,4.3
2015-01-13,84.4,987.2,3.4,1.0,29923.8,226.5,6.0
2015-01-14,78.1,992.4,4.4,1.5,24951.2,211.5,5.6
2015-01-15,68.8,1003.0,1.1,1.6,33316.2,203.1,5.5
2015-01-16,96.9,996.7,10.8,2.1,14067.1,184.1,8.9
2015-01-17,87.0,999.2,1.9,2.4,14945.0,203.3,7.2
2015-01-18,94.3,1005.6,0.1,1.8,29786.2,233.0,4.6
2015-01-19,90.1,1018.9,0.6,-0.7,25744.6,144.8,3.2
2015-01-20,98.4,1028.7,0.2,-2.3,29661.2,58.1,4.7
2015-01-21,80.2,1029.1,0.0,-4.3,37547.1,63.2,6.1
2015-01-22,95.8,1025.7,0.0,-7.0,21666.7,35.1,4.8
2015-01-23,96.4,1020.5,1.6,-3.5,13347.1,102.3,3.3
2015-01-24,82.8,1019.1,0.0,-1.4,44702.5,199.1,5.3
2015-01-25,94.3,1020.0,0.0,-0.9,29057.5,183.7,4.5
2015-01-26,96.0,1016.0,0.0,0.7,32059.5,191.4,4.8
2015-01-27,97.4,1008.5,1.4,0.1,24547.5,193.7,5.8
2015-01-28,96.9,998.2,0.0,0.6,29025.4,200.2,7.6
2015-01-29,88.0,988.0,0.3,0.6,17998.3,156.3,6.4
2015-01-30,69.3,990.0,0.0,0.5,20664.6,132.5,5.8
2015-01-31,95.8,984.1,9.7,0.6,10170.0,77.4,8.9
2015-02-01,97.9,974.8,14.2,0.4,4354.6,121.3,5.3
2015-02-02,97.9,985.4,6.2,0.7,14355.4,197.3,4.7
2015-02-03,83.9,1001.4,2.9,0.2,10294.6,134.5,3.9
2015-02-04,89.1,1015.2,0.0,-1.3,6285.0,47.4,3.2
2015-02-05,87.0,1023.4,0.8,-1.3,19674.2,154.0,2.9
2015-02-06,71.4,1013.4,0.8,0.5,27864.2,249.1,5.5
2015-02-07,72.9,996.6,0.2,0.8,39092.9,259.2,5.4
2015-02-08,52.1,996.6,0.0,-3.2,44163.3,301.3,6.5
2015-02-09,88.0,1003.1,0.6,-2.0,20020.4,193.0,4.0
2015-02-10,20.8,1008.5,0.0,3.7,49725.8,260.8,5.5
2015-02-11,25.5,1015.0,0.0,3.2,46030.4,233.0,5.5
2015-02-12,89.6,1013.9,0.1,1.6,31487.5,235.0,6.0
2015-02-13,84.4,1019.1,0.3,1.1,17338.8,187.6,4.2
2015-02-14,79.2,1018.3,1.8,0.1,21445.8,252.0,5.0
2015-02-15,3.6,1038.9,0.0,-5.4,45025.4,75.9,3.5
2015-02-16,0.0,1041.0,0.0,-3.2,45867.5,181.1,6.3
2015-02-17,47.4,1030.3,0.1,-1.7,35760.0,201.0,9.0
2015-02-18,67.7,1015.7,1.4,1.6,30907.9,238.6,6.1
2015-02-19,98.4,1007.0,1.1,2.3,2820.8,214.4,5.4
2015-02-20,98.4,1001.1,2.7,2.1,5888.3,213.2,6.9
2015-02-21,95.3,997.2,3.8,1.6,4390.8,182.7,5.3
2015-02-22,95.3,994.6,5.6,1.8,17423.8,199.2,7.7
2015-02-23,85.4,1003.9,2.1,2.0,28234.2,165.9,5.9
2015-02-24,85.4,1003.9,3.1,2.3,7999.6,182.8,4.9
2015-02-25,78.6,1016.6,0.3,2.8,14562.1,181.4,4.5
2015-02-26,97.4,1022.9,0.1,1.1,6562.5,202.2,3.0
2015-02-27,92.2,1021.0,0.0,0.9,9958.3,109.8,3.3
2015-02-28,90.6,1015.3,0.0,1.1,13689.6,151.0,3.4
2015-03-01,84.4,1009.3,0.1,1.7,11624.6,150.1,4.9
2015-03-02,96.9,999.3,7.5,2.3,7800.0,132.3,4.8
2015-03-03,95.3,998.6,4.7,1.8,15840.4,97.0,5.0
2015-03-04,95.3,1006.7,1.0,1.2,15729.6,214.8,4.8
2015-03-05,89.1,1023.0,0.3,1.3,38772.9,225.8,3.0
2015-03-06,92.2,1021.8,4.7,1.3,26940.0,211.6,6.0
2015-03-07,96.4,1017.5,0.0,2.0,14688.3,205.4,6.7
2015-03-08,79.2,1007.7,0.4,4.4,8364.2,221.0,7.8
2015-03-09,45.3,1014.8,0.0,5.7,30534.6,245.8,4.0
2015-03-10,87.5,1013.9,0.3,3.4,24332.9,199.8,6.9
2015-03-11,35.9,1021.0,0.0,3.9,37591.7,288.3,4.3
2015-03-12,1.6,1037.6,0.0,1.3,39594.6,82.0,2.8
2015-03-13,0.0,1043.3,0.0,1.5,43714.6,82.1,4.5
2015-03-14,1.0,1043.6,0.0,2.2,44123.3,54.5,3.4
2015-03-15,0.0,1048.7,0.0,3.2,44995.8,64.8,3.6
2015-03-16,0.5,1050.9,0.0,3.3,36747.9,70.5,3.0
2015-03-17,2.6,1047.4,0.0,4.0,26864.2,100.2,2.2
2015-03-18,14.6,1039.1,0.0,4.2,22428.8,98.5,1.7
2015-03-19,20.8,1025.7,0.0,3.4,23152.5,202.8,4.0
2015-03-20,69.8,1015.1,0.0,2.4,44202.1,270.0,3.4
2015-03-21,30.7,1018.1,0.0,-1.8,41079.2,306.9,5.8
2015-03-22,65.6,1018.9,0.0,-2.6,46158.3,248.6,5.1
2015-03-23,94.3,1000.8,1.6,1.8,19255.4,224.8,7.9
2015-03-24,48.4,1000.6,0.0,4.6,39347.9,272.2,5.3
2015-03-25,83.3,1020.7,0.9,-0.7,36037.1,134.0,4.3
2015-03-26,41.7,1024.7,0.0,0.3,43976.2,85.6,8.5
2015-03-27,86.5,1017.5,4.6,1.9,25251.2,80.0,7.4
2015-03-28,89.6,1012.2,1.9,3.4,14077.1,165.0,4.5
2015-03-29,93.8,1003.7,0.2,2.6,18240.0,132.2,5.8
2015-03-30,90.6,988.6,20.4,1.1,11802.9,103.9,7.3
2015-03-31,79.7,984.2,3.5,2.2,27575.8,175.6,6.6
2015-04-01,92.2,991.9,0.0,2.3,16392.5,57.5,4.1
2015-04-02,92.2,994.0,1.2,2.0,31068.3,155.8,3.8
2015-04-03,95.3,1005.8,1.1,1.9,34670.4,138.2,2.5
2015-04-04,91.1,1009.4,2.0,2.3,21919.6,127.7,4.4
2015-04-05,65.6,1018.2,0.9,2.5,26966.7,61.4,4.8
2015-04-06,45.3,1023.9,0.0,4.5,40355.4,238.6,3.4
2015-04-07,71.4,1014.4,0.7,4.3,35761.2,236.4,3.6
2015-04-08,39.6,1013.4,0.0,6.4,42938.3,271.8,8.0
2015-04-09,30.2,1013.6,0.0,7.3,39558.3,242.0,6.0
2015-04-10,10.4,1010.6,0.0,6.4,40001.7,241.6,5.7
2015-04-11,6.2,1014.2,0.0,7.8,36738.3,219.8,3.9
2015-04-12,69.3,1006.2,0.5,5.9,27695.8,190.7,6.0
2015-04-13,26.6,1004.6,0.0,5.8,36425.4,225.4,5.2
2015-04-14,74.5,1004.3,0.0,3.2,46712.5,263.9,5.2
2015-04-15,62.5,997.2,0.0,4.1,47377.1,259.9,4.1
2015-04-16,76.0,992.8,0.2,3.8,44189.2,279.2,5.1
2015-04-17,75.5,1006.3,1.6,4.0,45708.8,153.5,4.0
2015-04-18,82.8,1014.4,0.3,4.1,48165.0,303.6,3.3
2015-04-19,67.2,1010.5,0.0,6.4,47590.4,297.8,4.6
2015-04-20,41.1,1014.9,0.0,7.6,48444.6,332.2,5.0
2015-04-21,52.6,1018.4,0.0,8.6,47769.6,310.0,3.8
2015-04-22,42.7,1011.7,0.0,8.1,46657.1,246.6,5.9
2015-04-23,29.7,995.4,0.6,7.1,42798.8,256.5,8.1
2015-04-24,19.8,1000.6,0.0,5.7,47051.2,256.3,5.6
2015-04-25,38.5,1009.1,0.0,6.6,47872.9,177.3,3.8
2015-04-26,96.9,1003.5,8.5,5.4,11200.0,118.7,3.5
2015-04-27,95.3,1005.6,11.0,6.2,10683.8,141.1,2.1
2015-04-28,91.7,1006.1,0.0,9.6,37219.6,250.6,3.2
2015-04-29,92.7,1005.1,25.0,5.0,19998.3,163.4,4.6
2015-04-30,70.8,1018.2,0.0,5.5,47005.4,172.8,3.8
2015-05-01,79.2,1011.6,0.0,8.3,48943.3,98.1,6.2
2015-05-02,91.1,1002.1,13.7,5.4,25080.4,136.2,4.2
2015-05-03,48.4,1010.2,0.0,7.3,42915.4,245.6,3.9
2015-05-04,38.5,1016.3,0.0,7.3,45846.7,174.7,3.0
2015-05-05,76.0,1015.8,0.1,7.5,47389.2,84.4,5.0
2015-05-06,79.2,1010.6,2.0,9.8,22623.3,124.7,4.6
2015-05-07,91.7,1011.0,0.1,9.2,13470.0,109.2,2.0
2015-05-08,55.7,1011.6,0.0,7.8,23874.2,192.0,5.2
2015-05-09,28.6,1015.1,0.0,8.7,38487.1,208.5,5.8
2015-05-10,55.7,1017.5,0.1,8.3,36118.3,125.0,3.9
2015-05-11,51.0,1020.9,0.0,8.6,38973.3,225.4,4.6
2015-05-12,78.6,1012.8,1.4,10.1,37836.2,180.5,5.1
2015-05-13,93.2,995.9,6.6,7.6,19591.2,195.5,9.3
2015-05-14,44.3,999.2,1.0,10.0,44328.8,251.5,6.1
2015-05-15,16.1,1004.6,0.0,6.5,46243.3,205.8,5.0
2015-05-16,53.6,1009.5,0.0,8.9,47720.4,269.0,3.1
2015-05-17,51.6,1005.5,0.0,9.4,45910.0,117.8,3.0
2015-05-18,92.7,1003.3,1.8,7.7,40917.5,202.1,2.8
2015-05-19,37.0,1006.8,0.0,10.6,45105.4,200.9,4.1
2015-05-20,50.5,1012.6,0.2,11.2,44709.6,191.8,4.7
2015-05-21,48.4,1016.4,6.3,9.8,27534.6,229.8,3.1
2015-05-22,7.8,1018.6,0.0,11.8,34955.8,202.1,5.0
2015-05-23,35.4,1011.3,1.2,9.3,34839.2,206.1,6.5
2015-05-24,41.1,1013.0,0.4,10.4,44577.1,215.9,4.3
2015-05-25,32.8,1013.4,0.0,10.2,27385.8,169.5,3.3
2015-05-26,63.0,1010.5,0.4,12.5,34712.9,112.6,2.8
2015-05-27,39.6,1007.4,0.0,12.9,34907.5,222.3,4.9
2015-05-28,13.0,1008.3,0.3,13.0,42913.3,244.5,4.5
2015-05-29,35.9,1009.5,1.1,10.8,40076.2,187.2,4.1
2015-05-30,42.7,1010.5,0.5,12.0,36805.8,121.2,4.4
2015-05-31,49.5,1010.5,0.0,10.9,39828.3,189.4,5.6
2015-06-01,72.4,1012.6,2.2,11.8,33913.8,182.6,5.8
2015-06-02,60.4,1012.0,0.1,13.1,36149.2,158.8,3.6
2015-06-03,46.9,1001.7,2.9,12.4,24185.0,207.8,8.6
2015-06-04,28.6,1012.2,0.0,13.1,43787.1,246.9,6.9
2015-06-05,26.6,1021.0,0.0,13.6,46603.8,259.4,4.8
2015-06-06,52.1,1019.8,0.2,13.5,44642.9,152.0,3.7
2015-06-07,18.2,1013.7,0.0,12.9,30914.6,223.0,6.5
2015-06-08,24.0,1017.5,5.6,11.9,36920.8,242.5,4.7
2015-06-09,40.1,1025.0,0.0,12.6,45246.7,270.5,3.8
2015-06-10,45.7,1018.4,0.0,12.1,41850.9,223.4,5.6
2015-06-11,28.6,1012.8,0.0,13.6,42094.2,266.3,5.9
2015-06-12,34.4,1010.9,0.8,14.1,38401.2,210.8,5.2
2015-06-13,28.1,1006.2,0.0,15.9,38857.1,217.8,4.9
2015-06-14,84.9,1001.2,11.8,12.3,17344.6,120.6,3.6
2015-06-15,50.5,1004.1,0.8,11.8,45505.4,253.1,5.3
2015-06-16,37.0,1011.0,0.0,11.6,45770.0,255.4,6.2
2015-06-17,49.5,1013.0,0.0,12.1,45601.7,227.2,5.3
2015-06-18,84.9,1007.0,17.1,10.7,18619.2,136.8,5.1
2015-06-19,74.5,1007.7,3.3,13.1,24414.2,113.7,3.6
2015-06-20,74.0,1011.3,2.6,12.8,15993.3,109.9,2.3
2015-06-21,52.6,1012.1,0.0,14.1,33405.0,208.5,2.3
2015-06-22,87.5,1010.2,2.7,13.8,36540.0,184.0,2.3
2015-06-23,47.4,1008.2,6.0,15.1,25389.6,128.7,3.4
2015-06-24,81.2,1006.4,16.5,13.7,23196.7,161.8,4.8
2015-06-25,82.3,1013.4,0.2,13.2,34569.6,195.4,5.5
2015-06-26,78.6,1011.3,0.2,13.6,30467.1,178.4,3.8
2015-06-27,69.8,1009.1,2.0,14.9,44300.8,239.6,4.0
2015-06-28,47.4,1014.2,0.0,16.0,45750.8,236.7,4.1
2015-06-29,15.1,1015.8,0.0,17.1,37275.4,208.4,4.4
2015-06-30,84.4,1015.0,3.8,15.8,29692.4,216.3,4.0
2015-07-01,23.4,1020.8,0.0,17.7,37043.8,304.6,3.9
2015-07-02,3.1,1026.4,0.0,19.2,39910.7,225.2,3.8
2015-07-03,1.0,1023.3,0.0,21.5,42218.7,225.5,6.4
2015-07-04,14.6,1016.8,0.0,21.8,41879.6,251.8,5.0
2015-07-05,27.6,1017.6,0.0,19.3,47038.3,237.4,3.3
2015-07-06,47.4,1013.5,0.3,15.3,41438.6,89.5,6.8
2015-07-07,74.5,999.6,3.0,15.3,30191.7,194.7,6.2
2015-07-08,78.1,998.4,4.4,15.3,25738.8,169.6,3.9
2015-07-09,59.9,999.0,0.2,15.8,28292.9,199.9,5.1
2015-07-10,59.9,1001.3,0.4,14.6,37386.7,133.9,3.8
2015-07-11,66.1,1005.9,0.1,17.1,44277.9,287.5,3.7
2015-07-12,79.2,1007.3,4.9,13.3,36986.2,244.1,2.4
2015-07-13,88.0,1007.1,0.7,14.3,39618.3,287.7,2.6
2015-07-14,59.9,1008.0,0.0,14.7,34121.2,163.0,2.9
2015-07-15,31.8,1008.7,0.0,17.8,36614.2,273.8,3.0
2015-07-16,57.8,1010.7,1.9,16.3,36600.8,124.4,3.0
2015-07-17,44.3,1009.8,3.2,15.8,33244.2,202.5,2.8
2015-07-18,51.6,1010.5,8.0,15.6,21662.1,202.8,3.9
2015-07-19,44.3,1004.3,0.8,15.5,26380.0,227.9,5.1
2015-07-20,58.9,1001.9,3.2,15.9,30413.8,232.9,2.9
2015-07-21,40.1,1006.2,2.6,17.0,42261.7,240.5,4.7
2015-07-22,59.4,1002.8,2.9,15.6,32182.9,217.8,5.0
2015-07-23,73.4,1005.0,0.4,15.4,22592.5,204.4,3.9
2015-07-24,30.7,1007.4,0.0,16.4,36712.1,225.8,5.7
2015-07-25,32.8,1012.3,0.0,17.2,38625.8,170.9,4.0
2015-07-26,87.5,1003.7,3.6,16.4,31143.3,127.8,5.3
2015-07-27,33.3,1005.4,0.0,15.9,35282.5,185.4,5.6
2015-07-28,32.3,1004.3,0.0,15.5,34564.6,80.8,2.5
2015-07-29,42.7,1000.1,0.0,16.3,34276.7,162.2,3.1
2015-07-30,76.6,999.2,17.3,15.0,25755.4,173.4,5.2
2015-07-31,60.9,1002.7,8.7,14.4,34345.8,246.9,3.9
2015-08-01,28.1,1010.6,4.0,15.5,45606.7,247.5,5.7
2015-08-02,31.2,1016.2,0.0,15.9,41781.2,220.1,5.9
2015-08-03,22.4,1017.8,0.0,17.0,45164.2,235.9,4.2
2015-08-04,16.1,1021.9,0.0,16.6,45548.3,219.1,3.7
2015-08-05,30.2,1021.3,0.0,18.1,43717.9,110.0,4.5
2015-08-06,45.8,1018.2,19.5,18.2,30811.2,158.5,3.3
2015-08-07,13.0,1019.3,0.0,19.1,38932.1,219.3,4.0
2015-08-08,53.1,1017.0,1.3,19.6,29552.5,195.2,4.4
2015-08-09,13.0,1017.3,0.0,19.5,35707.1,223.5,2.4
2015-08-10,2.1,1019.2,0.0,19.5,41631.7,175.0,2.6
2015-08-11,20.3,1020.7,0.0,20.2,36207.9,98.5,2.5
2015-08-12,41.7,1018.1,0.3,19.6,34357.1,212.0,2.6
2015-08-13,16.1,1019.2,0.0,16.8,41139.6,292.4,4.7
2015-08-14,11.5,1020.4,0.0,16.7,45890.4,258.4,4.5
2015-08-15,2.6,1019.3,0.0,16.8,46220.8,136.6,3.0
2015-08-16,0.0,1023.4,0.0,15.6,41622.5,81.4,3.4
2015-08-17,0.0,1027.4,0.0,15.5,43683.8,104.4,2.8
2015-08-18,0.0,1028.3,0.0,15.6,41989.6,97.4,2.6
2015-08-19,0.0,1029.9,0.0,15.2,37311.2,141.6,2.5
2015-08-20,0.0,1030.8,0.0,17.1,39151.7,205.0,2.1
2015-08-21,0.0,1029.9,0.0,17.4,40278.8,250.0,3.6
2015-08-22,0.0,1027.6,0.0,18.2,42014.2,254.7,2.9
2015-08-23,0.5,1026.1,0.0,18.5,37284.2,76.1,2.4
2015-08-24,9.9,1023.2,0.0,19.2,36006.2,70.2,3.1
2015-08-25,34.9,1016.9,0.0,19.9,41000.0,78.6,3.8
2015-08-26,52.6,1011.8,2.6,18.0,29374.6,191.7,4.3
2015-08-27,55.7,1013.1,0.5,18.3,32952.9,164.6,4.0
2015-08-28,56.2,1006.2,20.6,16.4,25682.5,217.2,4.3
2015-08-29,13.5,1011.9,1.1,16.7,42802.5,245.8,5.1
2015-08-30,29.7,1016.5,2.9,14.0,39013.8,236.0,2.9
2015-08-31,6.8,1017.7,0.1,15.4,36085.0,223.0,2.9
2015-09-01,70.8,1014.1,0.0,15.3,34028.3,82.2,2.1
2015-09-02,92.2,1012.3,8.0,13.4,30229.2,48.9,4.3
2015-09-03,85.9,1013.0,8.6,13.6,19389.2,104.3,3.0
2015-09-04,42.2,1010.1,0.6,14.8,34064.2,180.8,3.6
2015-09-05,51.6,1003.9,9.6,13.4,35705.0,193.8,3.1
2015-09-06,75.0,1004.9,0.3,13.5,34784.2,102.0,2.5
2015-09-07,92.7,1005.9,4.5,11.6,31821.2,313.0,3.6
2015-09-08,56.2,1013.4,0.0,12.4,47884.6,324.6,4.3
2015-09-09,22.4,1024.3,0.0,11.4,43707.1,314.0,3.1
2015-09-10,23.4,1030.1,0.0,13.5,46845.0,256.9,2.5
2015-09-11,19.3,1035.7,0.0,13.3,36497.1,68.3,3.0
2015-09-12,2.6,1034.8,0.0,14.8,38897.9,82.8,4.3
2015-09-13,18.8,1030.4,0.0,14.6,46053.3,114.6,4.2
2015-09-14,36.5,1025.2,0.0,14.0,42775.8,92.5,3.8
2015-09-15,66.1,1017.1,9.8,14.5,30713.8,110.6,5.8
2015-09-16,86.5,1012.5,2.8,14.3,15518.3,96.4,3.5
2015-09-17,86.5,1006.6,0.4,15.5,11177.5,94.5,4.2
2015-09-18,81.2,1001.6,5.8,16.1,21126.2,180.0,8.0
2015-09-19,61.5,1008.3,0.8,14.4,31901.2,217.0,6.2
2015-09-20,31.8,1012.5,1.2,13.7,35733.3,199.8,3.8
2015-09-21,87.0,1009.4,5.8,12.4,21395.8,146.6,2.6
2015-09-22,58.3,1010.7,0.4,13.2,35045.0,211.1,4.1
2015-09-23,69.8,1015.5,0.0,13.7,40545.0,144.9,4.6
2015-09-24,42.4,1016.5,0.4,14.0,24614.3,137.0,3.2
2015-09-25,54.7,1016.6,2.3,14.1,21271.7,195.1,4.2
2015-09-26,25.5,1016.7,1.2,11.9,30223.8,245.5,3.0
2015-09-27,42.2,1021.3,0.0,10.2,40855.8,284.7,3.3
2015-09-28,79.2,1029.4,0.1,10.4,46852.9,324.1,4.3
2015-09-29,14.1,1036.2,0.0,9.4,46479.2,253.7,3.3
2015-09-30,32.3,1027.8,0.0,12.5,48662.5,251.8,4.8
2015-10-01,60.4,1016.6,1.9,12.4,46474.6,238.5,5.2
2015-10-02,26.6,1005.2,0.0,13.3,44823.8,243.8,6.7
2015-10-03,12.0,1015.4,0.0,10.2,40477.1,256.3,4.2
2015-10-04,74.0,1012.2,0.0,11.3,34275.8,222.4,4.2
2015-10-05,5.2,1019.3,0.0,5.9,43132.1,313.5,3.8
2015-10-06,1.0,1028.1,0.0,3.1,47377.1,152.1,3.5
2015-10-07,12.0,1031.4,0.0,2.8,48137.1,248.6,3.1
2015-10-08,0.0,1030.7,0.0,1.4,48863.5,212.1,3.4
2015-10-09,41.1,1029.1,0.0,1.9,48680.0,271.8,3.3
2015-10-10,45.3,1027.2,0.0,2.6,49916.7,315.3,3.8
2015-10-11,4.2,1029.3,0.0,3.3,45952.1,303.0,3.0
2015-10-12,6.8,1030.8,0.0,5.6,38704.6,280.6,3.6
2015-10-13,45.3,1030.3,0.0,5.8,41535.4,270.0,2.6
2015-10-14,21.9,1029.5,0.0,7.4,43387.5,265.5,3.5
2015-10-15,35.9,1032.7,0.0,6.8,32073.8,240.3,2.9
2015-10-16,35.9,1029.1,0.0,6.4,38842.5,226.2,3.0
2015-10-17,18.2,1022.7,0.1,5.3,14793.8,252.0,2.9
2015-10-18,37.5,1018.4,0.0,6.6,31372.9,317.2,2.7
2015-10-19,64.6,1023.7,0.0,6.8,44370.4,62.9,3.4
2015-10-20,76.6,1024.0,0.0,6.1,40450.8,127.0,3.2
2015-10-21,89.6,1015.9,0.0,7.9,34679.6,155.2,5.0
2015-10-22,95.3,1004.2,2.0,8.5,9684.2,177.7,8.2
2015-10-23,87.5,999.9,6.3,10.1,29668.8,237.1,4.9
2015-10-24,24.5,1013.6,0.6,7.3,45672.9,248.5,3.5
2015-10-25,91.7,1009.1,7.3,9.2,19320.4,198.8,5.2
2015-10-26,15.1,1014.0,0.0,6.2,49683.9,282.3,5.3
2015-10-27,42.2,1018.8,0.0,4.4,49100.4,292.7,5.1
2015-10-28,1.6,1028.9,0.0,0.7,46768.8,253.8,2.6
2015-10-29,56.8,1026.5,0.0,3.7,42859.2,235.6,3.2
2015-10-30,20.8,1036.0,0.0,1.6,36162.5,49.8,2.3
2015-10-31,76.0,1033.3,0.0,7.2,30477.1,205.8,5.1
2015-11-01,90.1,1019.0,0.0,9.2,9602.1,237.9,5.6
2015-11-02,50.0,1013.8,0.0,9.0,28246.2,243.1,5.6
2015-11-03,35.9,1015.4,0.0,9.7,37512.1,241.3,4.5
2015-11-04,44.8,1013.5,0.0,7.8,42693.3,262.8,4.7
2015-11-05,10.4,1023.6,0.0,3.6,35952.9,255.7,2.4
2015-11-06,88.5,1024.3,0.0,6.3,27632.1,172.0,3.4
2015-11-07,94.3,1016.7,6.3,7.0,13156.2,176.5,5.7
2015-11-08,92.7,1007.3,8.9,7.6,13253.3,172.0,3.3
2015-11-09,94.3,1004.7,7.1,6.6,26260.8,197.4,4.2
2015-11-10,91.1,993.7,0.2,6.2,45583.3,255.0,2.7
2015-11-11,75.0,999.6,0.7,5.1,44918.3,268.7,3.4
2015-11-12,71.4,1004.9,2.6,4.3,23205.0,177.7,2.7
2015-11-13,85.4,1012.6,0.1,4.9,25450.8,195.3,4.2
2015-11-14,77.6,999.1,1.7,7.2,28756.2,163.5,4.2
2015-11-15,84.9,998.4,9.6,5.3,35514.6,181.7,2.7
2015-11-16,91.1,1006.4,4.3,5.8,43711.7,128.0,3.7
2015-11-17,88.0,999.7,6.4,6.0,26406.2,165.5,5.1
2015-11-18,83.9,993.5,3.0,5.4,30020.8,172.9,3.5
2015-11-19,90.6,991.2,8.0,4.5,23631.7,77.0,3.0
2015-11-20,97.9,986.4,1.7,2.7,8548.3,282.6,3.3
2015-11-21,89.1,986.1,2.5,1.2,31689.6,247.8,5.1
2015-11-22,97.4,998.8,0.3,-0.2,39892.5,278.2,4.2
2015-11-23,31.8,1010.9,0.2,-1.7,44669.6,194.2,2.3
2015-11-24,81.2,1010.5,2.2,2.5,40673.3,186.0,5.1
2015-11-25,90.1,1007.0,0.0,4.3,24281.7,185.2,8.1
2015-11-26,88.5,1008.4,2.1,3.0,20714.6,192.8,6.7
2015-11-27,97.9,1001.5,1.4,6.8,20094.2,217.6,9.6
2015-11-28,87.5,1000.2,1.3,5.5,16066.7,196.1,9.9
2015-11-29,84.4,996.1,4.9,4.5,14134.6,181.0,7.8
2015-11-30,92.2,983.0,1.8,4.5,34824.6,176.0,9.4
2015-12-01,75.5,989.6,0.3,2.4,45511.2,253.8,5.2
2015-12-02,52.6,1008.3,0.0,0.5,45839.6,255.0,3.7
2015-12-03,66.1,1013.7,4.0,4.4,33140.4,226.2,5.8
2015-12-04,88.5,1004.3,10.8,4.6,14761.2,181.5,6.8
2015-12-05,84.4,998.2,3.4,5.7,23437.5,228.0,8.2
2015-12-06,95.3,987.9,12.0,7.8,15865.4,227.5,9.1
2015-12-07,29.2,1004.6,0.0,5.3,48484.2,266.5,8.0
2015-12-08,50.5,1026.2,0.0,3.4,36332.9,240.2,5.7
2015-12-09,84.9,1015.5,4.2,6.0,12046.7,217.0,7.8
2015-12-10,77.1,1010.6,2.1,6.3,21520.8,221.2,9.0
2015-12-11,45.8,1003.6,0.0,4.7,35264.6,226.0,5.0
2015-12-12,81.2,1000.3,1.5,2.6,28610.4,199.3,2.9
2015-12-13,87.0,1004.7,4.0,1.0,24740.0,78.2,2.4
2015-12-14,62.5,1016.0,0.2,-0.6,41206.7,256.8,2.9
2015-12-15,75.5,1020.4,0.2,0.1,48563.8,244.7,4.3
2015-12-16,69.3,1019.3,0.1,1.2,47570.4,242.7,4.4
2015-12-17,93.2,1014.5,11.1,1.8,21184.6,169.0,4.2
2015-12-18,88.1,1002.8,4.3,4.6,8181.8,176.0,5.3
2015-12-19,42.7,1002.2,0.2,4.8,38357.9,236.7,4.9
2015-12-20,89.1,1001.7,3.3,8.1,10029.6,215.1,6.9
2015-12-21,95.3,997.5,0.0,7.7,21877.9,221.1,6.8
2015-12-22,68.2,996.2,0.0,5.3,31979.6,231.0,5.7
2015-12-23,60.4,995.8,1.9,5.4,36027.1,231.7,6.1
2015-12-24,58.9,1010.1,0.0,4.8,30421.7,235.1,5.7
2015-12-25,81.8,1000.7,5.5,5.6,21987.1,208.4,7.7
2015-12-26,29.7,1004.1,0.7,0.5,46781.7,266.4,7.4
2015-12-27,2.6,1020.8,0.0,-4.6,46531.2,273.2,3.5
2015-12-28,15.1,1034.6,0.0,-4.7,49627.9,299.3,4.0
2015-12-29,26.0,1045.2,0.0,-6.3,37307.1,138.1,2.2
2015-12-30,90.6,1041.6,0.0,-1.1,43967.5,203.0,4.1
2015-12-31,75.0,1037.2,0.0,-1.7,44428.3,138.2,4.9
2016-01-01,89.7,1039.9,0.0,-5.0,40959.6,102.9,6.3
2016-01-02,86.4,1044.6,0.0,-7.6,21893.5,146.5,4.1
2016-01-03,91.7,1024.4,2.5,-9.0,29315.8,207.2,4.1
2016-01-04,71.9,1015.2,0.0,-12.4,25480.0,80.1,4.6
2016-01-05,93.8,1009.4,0.6,-17.6,12021.2,129.1,4.7
2016-01-06,53.6,1014.3,0.0,-21.1,16228.3,233.2,4.2
2016-01-07,27.1,1015.6,0.0,-23.4,17907.9,315.4,2.8
2016-01-08,62.0,1013.5,0.4,-17.2,18837.5,135.7,2.8
2016-01-09,89.1,1013.4,0.7,-12.0,9851.2,52.5,4.2
